date,chlorophyll,water_temperature,DO,pH,Salinity,pressure,air_temperature,relative_humidity
2019/2/1,11.63989091,25.73623179,8.812920842,8.065123761,32.28557302,1012.888355,24.50269727,85.04879093
2019/2/2,7.867979798,25.27177493,8.775950674,8.056474248,32.25230649,1012.80668,22.76635144,75.88808798
2019/2/3,5.729662882,25.82037423,8.566428201,8.171702838,31.66978578,1012.47758,23.28883874,73.28545413
2019/2/4,9.430920062,26.14341415,8.156974705,8.194854089,32.23858368,1013.504862,25.26556949,78.64627702
2019/2/5,5.275718486,26.39773761,7.825620283,8.113185982,31.77352078,1010.921109,23.78323111,78.08521272
2019/2/6,8.057763802,25.44639195,8.085739129,8.069829314,32.94872821,1013.114248,23.28438005,76.26006873
2019/2/7,3.63463714,27.32820472,7.233623722,8.233593892,32.31189271,1013.442437,23.35025299,66.03178289
2019/2/8,4.803139292,26.80920941,6.689143454,8.168650774,33.1127746,1011.816261,24.81094409,70.42152865
2019/2/9,7.750672037,26.64264803,7.180455741,8.261176814,33.11440444,1011.822918,23.42541654,73.97102118
2019/2/10,8.723562671,27.42554743,7.262931335,8.140522303,32.64860607,1012.875578,24.81727693,76.63306529
2019/2/11,7.471650924,28.3163849,6.09996226,8.299214068,32.65852324,1013.276664,25.72478725,78.70278843
2019/2/12,6.772895028,26.67891163,7.121064445,8.207362755,33.17251521,1015.024014,27.03329513,77.44650863
2019/2/13,6.270664355,27.55773337,7.326978483,8.315244092,32.87096184,1013.998571,26.75434615,79.6227111
2019/2/14,3.778343099,26.75639614,7.006131358,8.287389434,33.19836305,1014.103607,25.72965378,80.15434796
2019/2/15,5.152501728,28.31591878,8.02328051,8.243950776,33.051719,1014.693606,27.97743446,84.04138983
2019/2/16,5.52247475,28.67060266,7.420739803,8.273170795,32.67626768,1016.761728,26.84730333,83.88852696
2019/2/17,8.404806579,28.72667466,7.678757107,8.326604118,32.54056273,1015.980845,26.2457018,83.98898774
2019/2/18,6.820360475,28.66327949,7.593413098,8.293314379,33.26221411,1016.094646,27.6252714,83.40877565
2019/2/19,2.445875518,28.19220324,7.68466035,8.310097871,32.9964675,1016.44629,29.52762371,85.17384504
2019/2/20,6.455756371,29.60880727,7.053931865,8.369923457,32.95715764,1018.102448,28.51846081,86.73787337
2019/2/21,4.870398185,30.33047506,6.737444393,8.180793907,33.27898601,1016.282968,28.59709697,85.41214164
2019/2/22,4.117584557,29.46106689,8.048713357,8.325829124,33.36028188,1018.53368,30.41734841,85.0403876
2019/2/23,6.524095174,30.10153244,6.574753705,8.234637046,32.85753865,1017.576326,27.50589499,87.76453965
2019/2/24,7.191065744,29.19205634,6.220948999,8.167889316,32.76355556,1017.312818,27.76843861,82.12594529
2019/2/25,6.819526198,30.26826559,5.351987815,8.129176951,32.94007085,1020.040238,27.51359501,77.04542681
2019/2/26,3.106571827,29.87523728,5.838201198,8.169063288,32.30763542,1016.508272,29.53588956,81.77304175
2019/2/27,3.995330716,29.69219462,5.264871335,8.207895141,32.70926256,1017.193899,29.32255438,71.50625794
2019/2/28,5.106302302,29.66499264,6.576238915,8.139680732,32.74081917,1016.259381,30.65209191,71.61553616
2019/3/1,6.226716556,29.79212557,6.165280489,8.207266412,32.71985422,1018.351312,29.26885428,76.5747806
2019/3/2,3.151513066,30.09814679,5.308561362,8.046611748,31.88491322,1018.960898,28.50298405,76.96277677
2019/3/3,3.575708844,29.1458641,6.862690086,8.108187564,32.19904367,1018.784014,28.7601375,69.98254731
2019/3/4,1.574988114,29.47865719,6.400465517,8.038233139,32.13823194,1018.154263,28.70100776,73.88763536
2019/3/5,1.239866671,29.51563377,6.000667268,8.113737474,32.4196948,1016.527603,26.71509698,73.799555
2019/3/6,5.106455464,28.83384307,5.232482706,8.137365802,32.53632047,1016.138851,30.88461924,75.36007414
2019/3/7,6.048006448,30.12071826,7.992837759,8.072245337,32.85799076,1014.60134,28.4710495,82.34766943
2019/3/8,3.051107567,28.63103551,6.541125931,7.9660779,32.29160555,1018.072146,27.93333321,82.73946165
2019/3/9,5.067736015,28.5592452,6.801024309,8.111845454,32.33547426,1016.270238,28.11176954,81.13416845
2019/3/10,3.655868254,28.24615392,8.498515209,8.131728363,32.88671999,1015.081358,27.98627387,80.16735507
2019/3/11,1.521087829,29.48531974,9.525130913,8.140188233,32.69879861,1016.686183,26.92922948,77.83493287
2019/3/12,3.420054005,28.72679038,9.252820462,8.19357194,33.06724491,1014.188342,26.24953734,89.45732902
2019/3/13,5.666851165,27.86355629,9.023754682,8.091349963,32.85771301,1015.393907,27.31432805,86.29490163
2019/3/14,2.420571484,28.78714313,9.140548169,8.192883932,32.51281483,1014.668573,26.96233029,80.83403661
2019/3/15,5.5312111,28.26018019,9.292733183,8.232830456,32.55111801,1015.365495,25.66007287,85.86877905
2019/3/16,0,28.24036013,9.197546092,8.098465094,32.57642772,1014.583855,27.81723874,81.67803647
2019/3/17,3.891054131,27.91941895,8.853442122,8.216919977,33.32850678,1013.154671,26.6572563,79.49035024
2019/3/18,2.357477498,27.72623002,8.620538682,8.188135989,33.56920676,1014.678686,27.09866638,80.86625835
2019/3/19,1.530774188,28.30917726,8.374740253,8.220081894,33.84258871,1015.689788,27.80591251,74.56350923
2019/3/20,2.267166963,27.93727179,7.871100144,8.250344376,33.60618496,1014.689946,26.52134684,74.59293265
2019/3/21,0,29.21733647,7.976035205,8.215030781,33.75608189,1015.612217,26.94147528,75.04018203
2019/3/22,1.582930443,27.8019144,7.183737097,8.20937362,33.27422018,1013.947663,27.59766352,71.39177462
2019/3/23,2.72047366,29.35893633,7.955617058,8.245749779,33.12820231,1015.158828,26.26158842,75.23010848
2019/3/24,4.955865258,28.71387059,7.555534943,8.187542177,33.74225749,1014.785184,27.27191871,79.57586225
2019/3/25,0.967240049,29.11928281,7.617009583,8.182403422,33.60957552,1016.410211,27.60365676,69.0308811
2019/3/26,0.400359074,29.60477488,8.448491706,8.262417595,33.49863631,1015.9728,26.80672622,65.72631767
2019/3/27,1.037215808,29.10609381,9.305478021,8.159850171,33.55043545,1016.929099,30.38462823,65.06412663
2019/3/28,3.904658598,30.09693932,9.365511983,8.236738727,33.48569957,1017.638769,26.97811267,73.42557013
2019/3/29,2.774112868,28.56099131,8.444212397,8.210260764,33.71650196,1017.563399,27.41429534,72.50711655
2019/3/30,1.109337606,29.8067013,9.061390244,8.08247514,33.65229612,1017.468489,30.35637595,77.18861379
2019/3/31,3.256959346,29.95416117,10.3332965,8.114857471,33.3513701,1016.517723,30.08202885,78.03339204
2019/4/1,2.49526249,30.03211509,9.635515464,8.187203571,33.36026982,1017.824843,28.66042869,72.0715946
2019/4/2,4.317964066,30.78298695,10.21530267,8.056483692,33.17572062,1017.591687,30.59665418,71.94228442
2019/4/3,1.06475647,31.29981182,10.7247158,8.060155122,32.79719165,1018.057925,31.74013607,80.76031065
2019/4/4,1.91005853,31.65586772,9.99861266,8.084613101,33.07815927,1018.279733,30.49989553,80.09962478
2019/4/5,1.885700565,31.60033126,10.47585646,8.079616331,32.35257785,1017.897189,33,77.42355884
2019/4/6,0,31.29722431,9.606855419,8.008083445,33.01327259,1017.109287,29.22929823,71.66919443
2019/4/7,3.493865573,31.93715214,9.743755481,7.972710328,32.27352324,1018.551419,31.80536734,79.00296402
2019/4/8,3.550146962,31.9078789,9.910096649,8.057724159,32.66288356,1019.526806,32.39706586,80.74844573
2019/4/9,3.171165724,32.37609126,8.614534205,8.059983676,32.28091885,1018.058331,32.19997323,75.13749679
2019/4/10,2.830720464,32.32742697,9.269963974,8.011073647,32.67107166,1019.453599,31.14057528,68.93349174
2019/4/11,0.613705302,31.95362503,8.680403452,7.95831342,32.47954144,1021.327878,31.04895435,70.84960021
2019/4/12,2.752828517,31.45831754,8.631897513,7.908456503,32.01041241,1020.399437,31.73696461,63.71790637
2019/4/13,3.062990159,31.51937095,8.178467682,7.905068984,32.62857155,1020.929394,32.02257791,72.18742461
2019/4/14,2.302284437,31.48200828,8.521094917,7.973244256,32.35642202,1019.549568,31.68629539,67.39610736
2019/4/15,3.746285628,31.484849,7.746498014,7.971194576,32.83458504,1020.164811,31.96702995,59.49892949
2019/4/16,5.042041828,31.63948468,7.390729393,8.025883732,32.62278674,1018.082307,29.72123877,65.27913541
2019/4/17,8.173916574,31.70674718,7.662505533,7.995901835,32.8032132,1017.945445,30.29989503,68.63711913
2019/4/18,4.920274953,31.15173044,7.934609194,7.8974595,32.46760306,1015.613645,29.35456992,66.0978473
2019/4/19,5.257206385,31.00192209,7.800358699,8.035666498,32.6542415,1019.286766,29.66010377,67.24067143
2019/4/20,4.765048944,30.87475597,7.941868971,7.944369425,32.77310701,1019.379259,30.8034236,64.53103685
2019/4/21,1.248516793,30.35143484,7.727431031,7.98652898,33.24835472,1017.020378,29.63435324,72.83751827
2019/4/22,5.204866645,29.95443146,7.892620878,8.029440893,33.57365092,1017.056415,31.87346112,69.06186888
2019/4/23,5.549341093,29.35297269,7.635737185,8.12716986,32.90392662,1016.301334,29.20813218,63.94418071
2019/4/24,10.52493945,29.70673847,9.27343159,8.192116597,33.53712925,1017.196341,28.83607786,71.73105743
2019/4/25,5.381337956,30.12857626,7.772636218,8.07453235,32.62311666,1017.716124,28.66311436,77.44276601
2019/4/26,6.534237633,29.39601393,7.969661638,8.040565504,32.96509634,1014.649879,27.72349636,71.88072507
2019/4/27,6.023737485,29.50513409,7.801771665,8.079606732,33.07278653,1016.631939,28.13610544,79.88320992
2019/4/28,3.914224733,29.75780007,8.380951573,8.097791567,32.97816809,1015.807907,29.18646681,73.76029004
2019/4/29,8.691526467,29.71182356,7.496872625,8.03509683,32.91787173,1016.095437,28.07264456,72.17266996
2019/4/30,8.059419279,28.8667661,7.933648685,8.135713055,33.51091558,1016.376304,27.10288367,68.81501539
2019/5/1,8.282169163,29.88949276,6.613528083,8.049372794,33.30185099,1015.703802,26.94822635,67.40346786
2019/5/2,5.02028628,29.96904377,6.728466009,8.051848462,33.44431975,1015.803337,27.44017267,64.92073843
2019/5/3,9.777552204,28.88479115,5.832120792,8.046690547,33.48824667,1015.74815,28.02135339,63.13007488
2019/5/4,4.294672856,29.11142238,7.028135261,8.018493493,33.29878604,1017.026738,29.23735817,65.00606968
2019/5/5,8.391593472,30.22050659,5.132332625,8.021286635,33.34339004,1016.607167,26.83702232,57.95890631
2019/5/6,11.71099438,29.67927792,5.731741644,7.928690535,33.04301914,1016.576066,28.02638493,56.56959385
2019/5/7,5.453544527,28.79425679,5.834103553,7.910574856,32.61861259,1015.283465,28.69094883,55.94931035
2019/5/8,6.398541883,29.37651564,5.757209797,7.861616953,33.19825639,1016.402725,26.94118405,68.6060405
2019/5/9,7.818628645,30.14128095,5.579736923,7.916433093,32.60823519,1017.930321,28.19287171,62.91955187
2019/5/10,6.691941301,29.8877083,5.808330489,7.911448724,32.40874352,1017.338165,28.61649863,62.73350682
2019/5/11,4.668248658,30.47539529,6.158994833,7.87415294,32.54342051,1018.241896,28.7832834,58.26693997
2019/5/12,7.968267936,30.91654216,6.370294687,7.914959145,32.23567574,1019.638181,30.06128697,66.13619742
2019/5/13,5.758781924,31.85068703,7.252476859,7.812589,32.30462757,1019.201148,30.00041794,64.3739397
2019/5/14,8.873330499,31.19011049,8.198907821,7.830013981,32.46305808,1018.542252,29.89281913,66.82923307
2019/5/15,6.120421636,32.07958592,7.11177723,7.728125084,32.40571843,1018.214519,31.1529269,63.02243143
2019/5/16,11.08252253,32.45365442,6.95655388,7.752196084,31.98602774,1016.432613,32.70900533,68.25425658
2019/5/17,6.429712929,32.63638293,7.787054734,7.798082209,32.07702651,1019.057353,32.86494439,66.25659222
2019/5/18,7.355799799,32.22187895,9.240024172,7.800550631,32.52799926,1019.113325,29.51656479,64.83795914
2019/5/19,9.620785917,31.23516397,7.593375845,7.741259495,32.35154803,1020.012944,32.19956691,70.3826577
2019/5/20,5.515997149,32.55873039,8.789342898,7.753261014,32.83637431,1019.61778,31.59336467,60.45958938
2019/5/21,8.406818349,32.9359129,8.722477664,7.684714103,32.59272034,1019.563185,32.03808229,67.70476728
2019/5/22,10.5306401,32.42470445,7.47512344,7.749187988,32.61929137,1018.176492,31.55648792,66.76998581
2019/5/23,4.656244642,33,7.878454722,7.82036113,31.907978,1019.047137,32.1029645,58.95192307
2019/5/24,8.185884356,32.90858421,8.245760182,7.81541527,32.61103315,1020.453146,32.12543339,57.59327392
2019/5/25,8.272516467,32.72226739,7.09758972,7.8240959,32.43059111,1021.640097,31.34189695,58.46910901
2019/5/26,9.243469796,32.91004125,7.080128023,7.815094211,32.35068295,1019.733631,30.93044435,59.16921389
2019/5/27,5.12417479,32.4328544,6.843134139,7.827148077,32.63818985,1020.026993,31.24500839,56.39819898
2019/5/28,4.866863212,30.89161063,6.649450636,7.808110817,32.9429823,1020.483319,31.75835692,58.07353682
2019/5/29,8.453105099,31.73529837,6.933561106,7.890038774,32.87860019,1018.518541,31.92029248,63.12547258
2019/5/30,7.896706553,32.40828458,6.827345814,7.889265817,32.52858607,1019.465746,31.94261523,54.19254366
2019/5/31,7.689658363,31.21212991,7.711787025,7.904627447,33.07118387,1018.103389,30.3383665,49.90574856
2019/6/1,7.760300215,31.29558446,7.627783392,7.863806823,32.70393903,1019.434138,30.84004839,60.95249156
2019/6/2,5.579280337,30.66553434,8.493169273,7.790434807,32.99562873,1018.43206,31.22813256,65.52260113
2019/6/3,7.269379584,31.85405396,7.986140013,7.958569042,32.8621863,1018.282056,31.13212523,61.65763366
2019/6/4,7.250618556,31.57487662,9.318073644,7.8827747,32.89615287,1016.901408,29.60592406,57.07572698
2019/6/5,5.089893345,30.06654779,9.934578917,7.863839779,33.18566384,1018.094786,29.14526641,62.19765112
2019/6/6,10.0992691,30.36315036,8.840049218,7.939118065,32.62279946,1019.18536,29.26778216,59.30201573
2019/6/7,7.16000778,29.74114117,10.27744551,7.879546557,33.48273965,1015.820377,27.65202907,67.1525167
2019/6/8,3.670366208,30.19557648,10.87736231,7.944204808,32.30303624,1016.2362,28.35310603,59.63208619
2019/6/9,7.203245675,29.96813191,9.742542956,7.911679765,32.6071149,1016.580119,29.06103577,63.90229475
2019/6/10,3.775010358,29.96604559,11,7.9024698,32.82280346,1016.93668,28.75721278,60.75125715
2019/6/11,7.130393768,29.59755495,10.45427817,7.785644027,32.802373,1015.425412,27.67660874,64.56610906
2019/6/12,7.70343569,30.79746764,9.721077841,7.898784564,32.50432358,1013.022553,28.03201976,61.563582
2019/6/13,3.573628489,28.74243735,9.814433389,7.834543219,32.41895173,1017.123606,26.89515722,62.46843381
2019/6/14,6.969786298,28.35729792,9.850480585,7.785843511,32.45778318,1016.473427,28.36835243,60.44798133
2019/6/15,5.696495155,29.00229752,9.321357522,7.794340905,32.16301789,1013.958786,27.57227381,54.98807429
2019/6/16,6.343377723,28.43097864,9.271143618,7.681768989,32.54982864,1015.123077,27.39935316,60.11385605
2019/6/17,8.322157407,28.51397411,8.288202378,7.775464145,32.28751688,1017.366792,27.37771765,56.28785547
2019/6/18,3.868661022,28.83248481,8.627210578,7.689525437,32.20805745,1017.351557,27.77774764,51.70364388
2019/6/19,2.684939239,28.97070681,7.691073344,7.661265058,31.57567988,1016.982094,27.52838357,64.16419837
2019/6/20,2.249015312,29.07634784,8.267516143,7.643004819,31.77174165,1016.03821,28.80107547,57.05704132
2019/6/21,2.235255534,29.95480117,7.86809717,7.767614762,31.64774129,1016.495328,27.94134799,54.90470694
2019/6/22,3.555234454,29.60136435,8.016266149,7.676248635,31.39202707,1016.501987,30.1457263,61.934781
2019/6/23,4.238551658,29.93639567,9.122278991,7.783163775,31.77189769,1017.999202,30.25146037,64.73019809
2019/6/24,3.961191454,30.65380445,9.210227957,7.681562179,31.48739652,1016.245199,28.14010263,58.11968997
2019/6/25,4.918979418,30.0086207,9.14965595,7.627956322,31.84480443,1016.571639,29.35294495,61.57470382
2019/6/26,3.153132038,30.4447711,8.477451506,7.665467892,31.3407861,1018.644573,28.88452218,57.74841286
2019/6/27,5.902876562,30.94094568,9.019431366,7.793869229,32.2044794,1017.841381,29.45493406,62.54173446
2019/6/28,2.341771972,29.95972689,9.892782682,7.73762089,31.45875752,1019.504454,32.01909453,63.57019081
2019/6/29,8.193708822,29.89775229,9.402662366,7.733558141,31.8426531,1017.677952,29.92729723,66.05511562
2019/6/30,3.89438513,31.40628034,10.46125261,7.786355377,32.07198322,1018.496159,30.79117607,67.24126557
2019/7/1,0.826173498,31.60196941,9.385437149,7.822206871,31.72694966,1017.803196,31.14143388,68.3502468
2019/7/2,0.304237616,32.4873408,9.089167987,7.872651733,32.22136519,1018.876577,29.73746477,66.86253464
2019/7/3,3.324908219,31.60734651,8.566558273,7.90926865,31.66562032,1017.499568,29.98616116,60.49763919
2019/7/4,1.835668644,31.98283336,8.452110546,7.838804408,32.53749352,1018.561737,29.70063855,60.7013189
2019/7/5,3.64217075,31.48985351,7.927468985,7.809823677,32.16981935,1017.644548,30.04615657,61.15463096
2019/7/6,3.101390509,31.71976071,7.952007342,7.873689106,32.04421418,1019.764955,28.0662503,60.97075821
2019/7/7,1.959367927,32.35685731,7.670331311,7.924071126,32.18258815,1019.736106,31.40315992,65.05137104
2019/7/8,0.371078023,30.38206533,6.416946503,7.877627084,32.55390856,1017.196295,32.81351373,55.05030666
2019/7/9,0,31.54130876,5.808730897,7.89044438,32.16281984,1020.127178,30.76746738,57.33949395
2019/7/10,1.120002208,32.26380484,5.286186534,7.965443753,32.12700941,1021.119089,29.02524264,61.95273362
2019/7/11,3.714726606,31.17165824,6.267933707,7.953054796,32.28484878,1018.460437,29.58486637,56.68394046
2019/7/12,2.428881982,31.66626196,5.359762459,7.9615399,31.98306293,1017.533893,29.52261051,59.87598979
2019/7/13,0,30.31548027,5,7.923553241,32.85245568,1020.731829,28.68955543,58.03918203
2019/7/14,2.374176767,30.38544485,6.163706707,7.948774088,32.09220055,1016.297594,30.26944284,60.57044921
2019/7/15,2.826715349,30.17573071,7.359779696,7.910294431,32.45392686,1017.327431,29.90323467,59.89827803
2019/7/16,0.326321714,28.79790865,6.310208122,7.994861597,32.19731413,1017.164898,27.60832214,64.98615301
2019/7/17,2.449008181,29.06489362,6.968016609,7.993904088,31.75842964,1018.001302,29.15248017,57.77530305
2019/7/18,2.31490575,28.84177187,6.838090679,7.839940925,31.96250144,1016.685574,29.6165366,64.15650088
2019/7/19,0,29.54583304,6.986056526,7.87462911,32.10332657,1015.501568,29.6591925,68.35054795
2019/7/20,3.055370679,29.32316461,7.701955595,7.834344807,31.71118287,1014.733847,30.29911959,70.64606909
2019/7/21,3.545277178,28.81325521,7.254840845,7.86444147,31.76015783,1015.04405,26.22510133,75.53220934
2019/7/22,4.682203003,28.84320595,7.628792665,7.880750621,31.34396989,1014.101006,29.6656232,68.68174872
2019/7/23,4.724273116,28.14833767,7.681464458,7.801128418,30.95173448,1014.903799,26.22738892,76.44987711
2019/7/24,0,28.6531391,7.141843723,7.817395284,30.18239263,1014.070014,25.75942198,67.7798868
2019/7/25,0.965334267,27.90352005,7.8628444,7.804805506,29.64851789,1012.952187,26.48293536,75.24296902
2019/7/26,3.994063355,27.80236168,7.117898354,7.858920979,29.45056115,1015.55004,25.414339,72.40012111
2019/7/27,4.121274999,27.54387466,6.630694302,7.847961417,29.36740496,1013.68466,26.27465755,64.45450078
2019/7/28,4.25978359,27.95205551,7.065291013,7.807000768,29.15929173,1012.841706,24.47473122,68.19607052
2019/7/29,11.07696355,27.36266279,6.144111152,7.853376565,28.04524995,1013.909639,25.51570454,65.61923996
2019/7/30,4.660454371,28.0549042,6.43417304,7.821618487,28.41019615,1014.154495,27.03976972,67.29515518
2019/7/31,5.941853407,27.02312927,6.293415547,7.842784034,28.19087718,1012.386844,25.73572987,63.08740297
2019/8/1,5.735149935,27.08983634,6.78709322,7.950391866,27.80565066,1014.549086,26.00984455,62.24715469
2019/8/2,5.290213804,28.05858294,6.508008201,7.946888028,28.03570573,1013.288559,26.45302998,68.82005894
2019/8/3,3.520510717,27.76903217,6.370967755,7.830598312,27.5471082,1016.195672,27.28851966,63.22187237
2019/8/4,5.835399992,27.70454807,6.990812209,7.955041463,27.59724295,1015.184038,24.62914307,67.60165997
2019/8/5,2.940470138,28.51094606,7.553768023,7.973999313,26.93255731,1014.45742,27.05712905,64.44741703
2019/8/6,4.182833876,27.9090794,7.479132292,7.897364705,27.07920833,1014.326051,26.40927676,73.37899527
2019/8/7,3.85722529,28.26764343,7.593245514,8.018072286,27.09425897,1015.191296,27.05993258,65.58487941
2019/8/8,5.163748279,29.22632549,7.344081884,8.076896596,26.80572278,1016.139502,28.17444694,67.54342588
2019/8/9,9.801364748,29.45478567,7.879373965,7.966739356,31.15638003,1015.7312,26.14097032,77.79985079
2019/8/10,1.608998525,29.62505421,8.647160509,7.99934699,31.74053192,1015.763188,26.53676574,71.50787221
2019/8/11,6.886399813,28.84226309,8.83657965,8.117453588,32.04089134,1016.250293,25.81608208,81.05547425
2019/8/12,2.457106706,29.72985043,9.324585289,8.100019923,32.61191148,1015.782057,27.38679815,79.27139164
2019/8/13,4.905087062,28.75403367,9.644843728,8.131996439,32.98253419,1016.213965,29.42802441,75.76464522
2019/8/14,8.190469893,28.86838756,9.994187293,8.137164485,32.82543979,1014.615199,28.11113477,69.4031455
2019/8/15,6.30141363,28.21615365,9.720605174,8.152815534,33.38544413,1017.786964,26.99408172,76.44658719
2019/8/16,4.173788317,30.27094783,9.945275777,8.077309604,33.03349907,1017.189205,27.91586725,76.4260309
2019/8/17,5.050719232,29.01715563,9.612154746,8.203413395,34.3321473,1016.156255,26.94309056,79.87605413
2019/8/18,7.987694931,29.37049809,8.418921574,8.213943978,33.99137066,1018.827864,27.2952211,80.52960541
2019/8/19,5.309578519,28.93230383,8.733296212,8.145442817,34.39296137,1016.97447,28.75752281,70.29213771
2019/8/20,7.339214082,29.65755606,8.91938934,8.153331953,34.50062602,1015.768169,27.10159841,75.09639196
2019/8/21,7.127150859,29.01382592,8.189774397,8.074887012,35,1017.536915,29.25381844,73.93135602
2019/8/22,5.855814958,28.41104751,8.93314114,8.170709364,34.13994402,1016.914405,27.8960288,74.36526744
2019/8/23,11.5628056,29.11783221,9.289486466,8.165114597,35,1016.709544,27.84107715,71.57877754
2019/8/24,8.651169033,27.987574,9.088765371,8.123279771,35,1015.653122,27.23069167,61.69805918
2019/8/25,3.43361431,28.06975789,8.398182057,8.171295149,35,1016.262178,28.00432954,69.13246289
2019/8/26,7.949200504,27.19878627,9.345384952,8.086353472,35,1015.255838,27.7101117,65.81677085
2019/8/27,6.336631112,27.28734408,8.831916375,8.119059026,35,1015.757322,26.93529317,70.67828881
2019/8/28,9.440226443,27.8229122,8.795955662,8.02791213,35,1012.963301,26.82134369,76.7557597
2019/8/29,6.21647021,26.47710204,8.896122668,8.066572074,31.04299701,1014.089871,25.68936244,75.61085443
2019/8/30,7.628969148,26.44025384,9.299993935,8.049140666,31.23239469,1015.895809,26.08291465,80.63683478
2019/8/31,8.915937972,26.90125086,9.492668013,8.06091372,30.58074233,1013.056796,24.84234438,79.04912456
2019/9/1,9.675429799,26.3568012,9.971928173,8.025017566,30.49900446,1012.87641,24.82809217,73.99452803
2019/9/2,5.571592271,27.35966231,10.11086959,8.033132246,30.99832284,1012.700589,24.2087274,70.3732958
2019/9/3,7.321664924,27.02862313,10.10318963,8.079824351,30.76152509,1011.619456,23.70102932,81.99788485
2019/9/4,7.049414884,25.44258522,10.30702332,8.018261737,30.14950289,1010.334234,23.16650976,81.10996694
2019/9/5,6.691412517,25.94032562,10.58138509,7.964183731,30.44526025,1012.047381,24.04784495,78.20876669
2019/9/6,11.51787637,25.84502238,10.27048785,8.139224836,30.7319941,1012.180578,24.64655242,75.05679537
2019/9/7,8.775996193,25.00626918,8.783203642,8.130770779,30.8909092,1011.793712,24.29754945,78.291873
2019/9/8,5.413566633,24.41991897,7.9130982,8.009571835,30.47287765,1011.540315,21.69782484,79.51997146
2019/9/9,9.730698141,25.05374484,9.275179803,8.12342829,29.85170332,1011.606647,24.11093565,81.81523742
2019/9/10,12.08939713,24.89605749,7.718607647,8.080488898,30.94289215,1012.505438,22.41145976,78.65480375
2019/9/11,9.850760759,24.71779671,7.883913396,8.137048299,30.48842565,1011.252021,23.27908596,83.09200755
